End of Month,Retired_Worker_Total_Amount,Retired_Worker_Total_Average_Amount,Retired_Worker_Male_Number,Retired_Worker_Male_Average_Amount,Retired_Worker_Male_Female_Number,Retired_Worker_Female_Average_Amount,Spouse_of_Retired_Worker_Total_Number,Spouse_of_Retired_Worker_Total_Average_Amount,Spouse_of_Retired_Worker_Male_Number,Spouse_of_Retired_Worker_Male_Average_Amount,Spouse_of_Retired_Worker_Female_Number,Spouse_of_Retired_Worker_Female_Average_Amount,Child_Of_Retired_Worker_Total_Number,Child_Of_Retired_Worker_Total_Average_Amount,Child_Of_Retired_Worker_Minor_Number,Child_Of_Retired_Worker_Minor_Average_Amount,Child_Of_Retired_Worker_Disabled_Number,Child_Of_Retired_Worker_Disabled_Average_Amount,Child_Of_Retired_Worker_Student_Number,Child_Of_Retired_Worker_Student_Average_Amount,Child_Of_Deceased_Worker_Total_Number,Child_Of_Deceased_Worker_Total_Average_Amount,Child_Of_Deceased_Worker_Minor_Number,Child_Of_Deceased_Worker_Minor_Average_Amount,Child_Of_Deceased_Worker_Disabled_Number,Child_Of_Deceased_Worker_Disabled_Average_Amount,Child_Of_Deceased_Worker_Student_Number,Child_Of_Deceased_Worker_Student_Average_Amount,Child_Of_Aged_Widower_Total_Number,Child_Of_Aged_Widower_Total_Average_Amount,Child_Of_Aged_Widower_Male_Number,Child_Of_Aged_Widower_Male_Average_Amount,Child_Of_Aged_Widower_Female_Number,Child_Of_Aged_Widower_Female_Average_Amount,Child_Of_Young_Widower_With_Child_In_Care_Total_Number,Child_Of_Young_Widower_With_Child_In_Care_Total_Average_Amount,Child_Of_Young_Widower_With_Child_In_Care_Male_Number,Child_Of_Young_Widower_With_Child_In_Care_Male_Average_Amount,Child_Of_Young_Widower_With_Child_In_Care_Female_Number,Child_Of_Young_Widower_With_Child_In_Care_Female_Average_Amount,Child_Of_Disabled_Widower_Total_Number,Child_Of_Disabled_Widower_Total_Average_Amount,Child_Of_Disabled_Widower_Male_Number,Child_Of_Disabled_Widower_Male_Average_Amount,Child_Of_Disabled_Widower_Female_Number,Child_Of_Disabled_Widower_Female_Average_Amount,Child_Of_Parent_Of_Deceased_Worker_Total_Number,Child_Of_Parent_Of_Deceased_Worker_Total_Average_Amount,Child_Of_Parent_Of_Deceased_Worker_Male_Number,Child_Of_Parent_Of_Deceased_Worker_Male_Average_Amount,Child_Of_Parent_Of_Deceased_Worker_Female_Number,Child_Of_Parent_Of_Deceased_Worker_Female_Average_Amount,Child_Of_Disabled_Worker_Total_Number,Child_Of_Disabled_Worker_Total_Average_Amount,Child_Of_Disabled_Worker_Male_Number,Child_Of_Disabled_Worker_Male_Average_Amount,Child_Of_Disabled_Worker_Female_Number,Child_Of_Disabled_Worker_Female_Average_Amount,Spouse_Of_Disabled_Worker_Total_Number,Spouse_Of_Disabled_Worker_Total_Average_Amount,Spouse_Of_Disabled_Worker_Male_Number,Spouse_Of_Disabled_Worker_Male_Average_Amount,Spouse_Of_Disabled_Worker_Female_Number,Spouse_Of_Disabled_Worker_Female_Average_Amount,Child_Of_Disabled_Worker_Total_Number,Child_Of_Disabled_Worker_Total_Average_Amount,Child_Of_Disabled_Worker_Minor_Number,Child_Of_Disabled_Worker_Minor_Average_Amount,Child_Of_Disabled_Worker_Disabled_Number,Child_Of_Disabled_Worker_Disabled_Average_Amount,Child_Of_Disabled_Worker_Student_Number,Child_Of_Disabled_Worker_Student_Average_Amount,,,,,,,,,,,
Dec-68,"12,421,371",$98.86 ,"7,309,987",$109.08 ,"5,111,384",$84.24 ,"2,645,521",$51.21 ,"9,172",$49.33 ,"2,636,349",$51.22 ,"521,278",$38.32 ,"345,958",$32.62 ,"95,659",$48.00 ,"79,661",$51.44 ,"2,488,121",$70.84 ,"2,024,389",$68.90 ,"134,786",$73.07 ,"328,946",$81.82 ,"2,916,433",$86.54 ,"2,909",$82.07 ,"2,913,524",$86.54 ,"504,956",$74.93 ,0,0,"504,956",$74.93 ,"21,563",$72.27 ,67,$72.43 ,"21,496",$72.27 ,"31,596",$88.22 ,"1,799",$78.01 ,"29,797",$88.83 ,"1,295,428",$111.86 ,"939,629",$117.42 ,"355,799",$97.19 ,"253,234",$38.26 ,512,$36.72 ,"252,722",$38.26 ,"786,819",$34.79 ,"712,823",$33.44 ,"12,748",$46.23 ,"61,248",$48.18 ,,,,,,,,,,,
Jan-69,"12,466,366",$98.94 ,"7,325,697",$109.19 ,"5,140,669",$84.33 ,"2,646,567",$51.23 ,"9,149",$49.33 ,"2,637,418",$51.23 ,"525,855",$38.37 ,"347,060",$32.62 ,"95,927",$48.02 ,"82,868",$51.29 ,"2,509,733",$70.86 ,"2,033,523",$68.90 ,"135,773",$73.13 ,"340,437",$81.70 ,"2,933,692",$86.64 ,"2,930",$82.29 ,"2,930,762",$86.64 ,"508,221",$74.95 ,0,0,"508,221",$74.95 ,"23,687",$71.92 ,73,$71.43 ,"23,614",$71.92 ,"31,536",$88.32 ,"1,783",$77.94 ,"29,753",$88.95 ,"1,302,608",$111.89 ,"944,263",$117.48 ,"358,345",$97.18 ,"255,485",$38.19 ,515,$36.64 ,"254,970",$38.19 ,"796,081",$34.75 ,"718,564",$33.37 ,"12,895",$46.13 ,"64,622",$47.91 ,,,,,,,,,,,
Feb-69,"12,490,995",$99.28 ,"7,343,060",$109.59 ,"5,147,935",$84.58 ,"2,640,072",$51.37 ,"9,047",$49.44 ,"2,631,025",$51.37 ,"526,473",$38.50 ,"346,006",$32.72 ,"95,654",$48.10 ,"84,813",$51.22 ,"2,527,642",$70.83 ,"2,042,381",$68.85 ,"136,481",$73.17 ,"348,780",$81.51 ,"2,940,677",$86.70 ,"2,924",$82.45 ,"2,937,753",$86.70 ,"506,472",$74.81 ,0,0,"506,472",$74.81 ,"25,453",$71.65 ,77,$71.53 ,"25,376",$71.65 ,"31,315",$88.30 ,"1,759",$77.90 ,"29,556",$88.92 ,"1,306,486",$111.93 ,"946,069",$117.54 ,"360,417",$97.20 ,"255,329",$38.15 ,512,$36.77 ,"254,817",$38.15 ,"798,033",$34.74 ,"718,777",$33.34 ,"12,902",$46.16 ,"66,354",$47.74 ,,,,,,,,,,,
Mar-69,"12,498,674",$99.36 ,"7,347,483",$109.69 ,"5,151,191",$84.62 ,"2,639,262",$51.39 ,"8,944",$49.47 ,"2,630,318",$51.39 ,"529,442",$38.51 ,"347,607",$32.74 ,"95,854",$48.16 ,"85,981",$51.09 ,"2,545,174",$70.80 ,"2,053,976",$68.82 ,"137,362",$73.23 ,"353,836",$81.37 ,"2,945,379",$86.77 ,"2,911",$82.53 ,"2,942,468",$86.77 ,"502,459",$74.60 ,0,0,"502,459",$74.60 ,"27,118",$71.50 ,85,$71.30 ,"27,033",$71.50 ,"31,122",$88.35 ,"1,751",$78.01 ,"29,371",$88.97 ,"1,314,052",$111.98 ,"950,562",$117.63 ,"363,490",$97.21 ,"254,010",$38.08 ,520,$36.86 ,"253,490",$38.08 ,"803,375",$34.72 ,"722,519",$33.31 ,"12,930",$46.11 ,"67,926",$47.57 ,,,,,,,,,,,
Apr-69,"12,506,233",$99.42 ,"7,346,316",$109.77 ,"5,159,917",$84.69 ,"2,634,806",$51.42 ,"8,894",$49.58 ,"2,625,912",$51.42 ,"526,171",$38.49 ,"345,238",$32.71 ,"95,782",$48.17 ,"85,151",$51.05 ,"2,552,163",$70.80 ,"2,061,553",$68.83 ,"138,257",$73.27 ,"352,353",$81.39 ,"2,955,365",$86.84 ,"2,924",$82.60 ,"2,952,441",$86.85 ,"500,686",$74.58 ,0,0,"500,686",$74.58 ,"28,869",$71.42 ,95,$70.01 ,"28,774",$71.42 ,"31,008",$88.40 ,"1,741",$77.91 ,"29,267",$89.03 ,"1,324,751",$112.02 ,"957,603",$117.69 ,"367,148",$97.23 ,"253,485",$38.01 ,517,$36.79 ,"252,968",$38.01 ,"807,115",$34.68 ,"725,848",$33.27 ,"12,999",$46.14 ,"68,268",$47.53 ,,,,,,,,,,,
May-69,"12,530,309",$99.47 ,"7,349,954",$109.84 ,"5,180,355",$84.77 ,"2,631,328",$51.44 ,"8,843",$49.58 ,"2,622,485",$51.44 ,"524,454",$38.53 ,"342,663",$32.71 ,"95,925",$48.24 ,"85,866",$50.90 ,"2,562,158",$70.77 ,"2,066,562",$68.79 ,"139,213",$73.33 ,"356,383",$81.25 ,"2,965,932",$86.92 ,"2,941",$82.75 ,"2,962,991",$86.92 ,"497,266",$74.44 ,0,0,"497,266",$74.44 ,"30,416",$71.34 ,94,$68.78 ,"30,322",$71.35 ,"30,887",$88.45 ,"1,710",$77.94 ,"29,177",$89.07 ,"1,331,734",$112.09 ,"962,027",$117.79 ,"369,707",$97.26 ,"252,996",$37.93 ,522,$36.73 ,"252,474",$37.93 ,"807,674",$34.65 ,"725,509",$33.23 ,"12,957",$46.13 ,"69,208",$47.39 ,,,,,,,,,,,
Jun-69,"12,581,528",$99.69 ,"7,370,732",$110.10 ,"5,210,796",$84.97 ,"2,633,531",$51.57 ,"8,841",$49.71 ,"2,624,690",$51.57 ,"522,741",$38.65 ,"342,039",$32.80 ,"96,268",$48.34 ,"84,434",$51.31 ,"2,559,421",$70.85 ,"2,065,806",$68.85 ,"140,057",$73.40 ,"353,558",$81.48 ,"2,979,082",$87.02 ,"2,962",$82.75 ,"2,976,120",$87.02 ,"497,150",$74.59 ,0,0,"497,150",$74.59 ,"31,796",$71.32 ,102,$69.00 ,"31,694",$71.33 ,"30,749",$88.53 ,"1,705",$78.22 ,"29,044",$89.14 ,"1,342,556",$112.20 ,"969,089",$117.93 ,"373,467",$97.34 ,"254,331",$37.94 ,518,$36.58 ,"253,813",$37.95 ,"810,093",$34.66 ,"728,713",$33.24 ,"12,974",$46.30 ,"68,406",$47.57 ,,,,,,,,,,,
Jul-69,"12,642,265",$99.84 ,"7,392,579",$110.26 ,"5,249,686",$85.16 ,"2,637,359",$51.65 ,"8,871",$49.76 ,"2,628,488",$51.65 ,"516,219",$38.59 ,"343,008",$32.87 ,"96,765",$48.43 ,"76,446",$51.78 ,"2,529,129",$70.85 ,"2,068,254",$68.96 ,"140,926",$73.46 ,"319,949",$81.94 ,"2,996,177",$87.10 ,"2,960",$82.83 ,"2,993,217",$87.11 ,"500,100",$74.87 ,0,0,"500,100",$74.87 ,"33,285",$71.25 ,109,$68.26 ,"33,176",$71.26 ,"30,681",$88.61 ,"1,694",$78.40 ,"28,987",$89.21 ,"1,349,509",$112.28 ,"973,292",$118.04 ,"376,217",$97.38 ,"255,240",$38.04 ,512,$36.44 ,"254,728",$38.05 ,"800,808",$34.54 ,"728,541",$33.24 ,"13,083",$46.29 ,"59,184",$48.01 ,,,,,,,,,,,
Aug-69,"12,716,140",$99.98 ,"7,421,624",$110.38 ,"5,294,516",$85.40 ,"2,644,918",$51.68 ,"8,912",$49.89 ,"2,636,006",$51.68 ,"519,286",$38.66 ,"345,408",$32.94 ,"97,255",$48.50 ,"76,623",$51.94 ,"2,546,251",$70.90 ,"2,084,035",$69.00 ,"142,064",$73.53 ,"320,152",$82.10 ,"3,014,647",$87.20 ,"2,987",$83.00 ,"3,011,660",$87.21 ,"507,433",$75.10 ,0,0,"507,433",$75.10 ,"34,976",$71.15 ,114,$68.05 ,"34,862",$71.16 ,"30,559",$88.64 ,"1,681",$78.27 ,"28,878",$89.25 ,"1,360,945",$112.40 ,"981,161",$118.20 ,"379,784",$97.42 ,"258,117",$38.10 ,523,$36.60 ,"257,594",$38.10 ,"805,295",$34.58 ,"733,059",$33.29 ,"13,208",$46.28 ,"59,028",$48.05 ,,,,,,,,,,,
Sep-69,"12,768,087",$100.05 ,"7,446,882",$110.48 ,"5,321,205",$85.46 ,"2,650,955",$51.70 ,"8,897",$49.88 ,"2,642,058",$51.71 ,"523,437",$38.69 ,"347,043",$32.93 ,"97,887",$48.56 ,"78,507",$51.82 ,"2,570,771",$70.94 ,"2,098,536",$69.02 ,"143,340",$73.55 ,"328,895",$82.03 ,"3,026,646",$87.26 ,"3,009",$82.95 ,"3,023,637",$87.27 ,"510,882",$75.10 ,0,0,"510,882",$75.10 ,"36,333",$71.14 ,115,$68.36 ,"36,218",$71.14 ,"30,520",$88.68 ,"1,662",$78.35 ,"28,858",$89.27 ,"1,370,152",$112.49 ,"987,715",$118.31 ,"382,437",$97.45 ,"260,815",$38.05 ,528,$36.65 ,"260,287",$38.06 ,"818,343",$34.56 ,"743,159",$33.24 ,"13,439",$46.29 ,"61,745",$47.89 ,,,,,,,,,,,
Oct-69,"12,761,636",$100.09 ,"7,438,279",$110.55 ,"5,323,357",$85.48 ,"2,647,014",$51.71 ,"8,825",$49.80 ,"2,638,189",$51.72 ,"523,703",$38.68 ,"346,492",$32.91 ,"98,096",$48.59 ,"79,115",$51.67 ,"2,587,967",$70.95 ,"2,108,558",$69.02 ,"144,231",$73.60 ,"335,178",$81.94 ,"3,032,457",$87.33 ,"2,997",$82.96 ,"3,029,460",$87.34 ,"510,028",$74.97 ,0,0,"510,028",$74.97 ,"37,617",$71.09 ,114,$67.59 ,"37,503",$71.10 ,"30,374",$88.75 ,"1,650",$78.34 ,"28,724",$89.35 ,"1,383,718",$112.58 ,"997,474",$118.43 ,"386,244",$97.47 ,"263,971",$38.07 ,536,$36.69 ,"263,435",$38.07 ,"829,382",$34.57 ,"751,884",$33.24 ,"13,576",$46.28 ,"63,922",$47.81 ,,,,,,,,,,,
Nov-69,"12,785,459",$100.28 ,"7,445,208",$110.80 ,"5,340,251",$85.62 ,"2,645,378",$51.83 ,"8,789",$49.93 ,"2,636,589",$51.83 ,"524,057",$38.75 ,"345,589",$32.92 ,"98,146",$48.66 ,"80,322",$51.71 ,"2,593,236",$71.01 ,"2,109,145",$69.07 ,"144,808",$73.66 ,"339,283",$81.99 ,"3,039,558",$87.40 ,"3,002",$82.95 ,"3,036,556",$87.40 ,"509,740",$75.02 ,0,0,"509,740",$75.02 ,"38,615",$71.04 ,118,$67.49 ,"38,497",$71.05 ,"30,272",$88.86 ,"1,630",$78.29 ,"28,642",$89.46 ,"1,389,764",$112.65 ,"1,000,482",$118.54 ,"389,282",$97.50 ,"263,691",$38.11 ,538,$36.50 ,"263,153",$38.11 ,"826,132",$34.61 ,"748,372",$33.26 ,"13,584",$46.34 ,"64,176",$47.80 ,,,,,,,,,,,
Dec-69,"12,823,677",$100.40 ,"7,459,009",$110.95 ,"5,364,668",$85.72 ,"2,644,416",$51.88 ,"8,738",$49.94 ,"2,635,678",$51.89 ,"523,984",$38.88 ,"343,854",$33.01 ,"98,165",$48.74 ,"81,965",$51.70 ,"2,599,426",$71.10 ,"2,108,890",$69.14 ,"145,393",$73.75 ,"345,143",$81.99 ,"3,050,161",$87.48 ,"3,014",$83.07 ,"3,047,147",$87.49 ,"509,620",$75.09 ,0,0,"509,620",$75.09 ,"39,428",$71.04 ,108,$66.98 ,"39,320",$71.05 ,"30,169",$88.95 ,"1,624",$78.58 ,"28,545",$89.54 ,"1,394,452",$112.73 ,"1,003,323",$118.66 ,"391,129",$97.53 ,"264,368",$38.13 ,530,$36.43 ,"263,838",$38.14 ,"828,953",$34.64 ,"749,011",$33.26 ,"13,597",$46.46 ,"66,345",$47.77 ,,,,,,,,,,,
Jan-70,"12,856,241",$100.49 ,"7,470,485",$111.08 ,"5,385,756",$85.81 ,"2,645,236",$51.91 ,"8,703",$50.01 ,"2,636,533",$51.92 ,"528,023",$38.99 ,"344,592",$33.07 ,"98,404",$48.79 ,"85,027",$51.67 ,"2,625,486",$71.16 ,"2,121,778",$69.18 ,"146,506",$73.77 ,"357,202",$81.86 ,"3,063,099",$87.56 ,"3,014",$83.01 ,"3,060,085",$87.57 ,"514,105",$75.14 ,0,0,"514,105",$75.14 ,"40,674",$70.97 ,101,$63.71 ,"40,573",$70.99 ,"30,077",$89.01 ,"1,604",$78.56 ,"28,473",$89.60 ,"1,401,519",$112.83 ,"1,007,798",$118.80 ,"393,721",$97.55 ,"266,455",$38.12 ,539,$36.35 ,"265,916",$38.13 ,"836,753",$34.69 ,"752,930",$33.27 ,"13,692",$46.50 ,"70,131",$47.66 ,,,,,,,,,,,
Feb-70,"12,941,180",$100.76 ,"7,528,289",$111.35 ,"5,412,891",$86.03 ,"2,654,594",$51.99 ,"8,655",$50.06 ,"2,645,939",$52.00 ,"534,419",$39.14 ,"347,407",$33.20 ,"98,856",$48.84 ,"88,156",$51.65 ,"2,649,638",$71.19 ,"2,135,057",$69.19 ,"147,571",$73.81 ,"367,010",$81.75 ,"3,072,212",$87.64 ,"3,010",$83.01 ,"3,069,202",$87.65 ,"514,999",$75.04 ,0,0,"514,999",$75.04 ,"41,832",$70.96 ,103,$64.81 ,"41,729",$70.98 ,"29,928",$89.11 ,"1,597",$78.55 ,"28,331",$89.70 ,"1,409,194",$113.01 ,"1,012,570",$119.02 ,"396,624",$97.64 ,"267,499",$38.16 ,540,$36.57 ,"266,959",$38.16 ,"841,672",$34.75 ,"755,630",$33.31 ,"13,734",$46.51 ,"72,308",$47.61 ,,,,,,,,,,,
Mar-70,"13,031,508",$116.93 ,"7,578,459",$129.09 ,"5,453,049",$100.03 ,"2,664,682",$60.76 ,"8,633",$57.86 ,"2,656,049",$60.77 ,"539,223",$45.05 ,"349,441",$38.16 ,"99,045",$56.32 ,"90,737",$59.29 ,"2,669,506",$81.96 ,"2,143,382",$79.62 ,"148,640",$85.11 ,"377,484",$94.02 ,"3,091,286",$101.21 ,"3,028",$95.78 ,"3,088,258",$101.22 ,"516,991",$86.13 ,0,0,"516,991",$86.13 ,"42,847",$82.34 ,105,$75.21 ,"42,742",$82.35 ,"29,868",$102.63 ,"1,593",$90.46 ,"28,275",$103.31 ,"1,419,240",$130.21 ,"1,020,270",$137.15 ,"398,970",$112.45 ,"269,679",$43.79 ,540,$42.81 ,"269,139",$43.79 ,"853,711",$39.92 ,"763,878",$38.22 ,"13,882",$53.41 ,"75,951",$54.55 ,,,,,,,,,,,
Apr-70,"12,956,633",$116.98 ,"7,536,144",$129.10 ,"5,420,489",$100.13 ,"2,642,878",$60.81 ,"8,497",$57.95 ,"2,634,381",$60.82 ,"533,416",$44.87 ,"345,231",$37.90 ,"98,907",$56.39 ,"89,278",$59.03 ,"2,660,626",$81.97 ,"2,137,263",$79.64 ,"148,732",$85.25 ,"374,631",$93.96 ,"3,084,505",$101.32 ,"2,970",$96.17 ,"3,081,535",$101.33 ,"510,649",$86.09 ,0,0,"510,649",$86.09 ,"43,539",$83.39 ,100,$76.77 ,"43,439",$83.41 ,"29,588",$102.76 ,"1,556",$90.75 ,"28,032",$103.43 ,"1,419,082",$130.34 ,"1,018,563",$137.34 ,"400,519",$112.53 ,"268,484",$44.11 ,497,$45.74 ,"267,987",$44.11 ,"851,018",$39.92 ,"761,479",$38.24 ,"13,832",$53.58 ,"75,707",$54.37 ,,,,,,,,,,,
May-70,"12,990,097",$116.99 ,"7,534,991",$129.18 ,"5,455,106",$100.15 ,"2,642,092",$60.79 ,"8,460",$57.99 ,"2,633,632",$60.80 ,"535,214",$44.77 ,"346,367",$37.78 ,"98,744",$56.43 ,"90,103",$58.85 ,"2,672,340",$81.93 ,"2,145,016",$79.58 ,"149,580",$85.23 ,"377,744",$93.95 ,"3,091,640",$101.38 ,"2,964",$96.07 ,"3,088,676",$101.39 ,"509,497",$85.89 ,0,0,"509,497",$85.89 ,"44,494",$82.54 ,108,$76.00 ,"44,386",$82.56 ,"29,425",$102.79 ,"1,544",$90.61 ,"27,881",$103.47 ,"1,424,936",$130.43 ,"1,022,550",$137.47 ,"402,386",$112.55 ,"269,160",$43.40 ,515,$43.82 ,"268,645",$43.40 ,"855,773",$39.57 ,"765,471",$37.86 ,"13,757",$53.36 ,"76,545",$54.19 ,,,,,,,,,,,
Jun-70,"13,066,466",$117.10 ,"7,570,116",$129.32 ,"5,496,350",$100.27 ,"2,650,508",$60.83 ,"8,481",$58.02 ,"2,642,027",$60.84 ,"534,568",$44.76 ,"348,766",$37.77 ,"99,091",$56.49 ,"86,711",$59.48 ,"2,672,521",$81.93 ,"2,153,318",$79.58 ,"150,533",$85.27 ,"368,670",$94.31 ,"3,105,396",$101.48 ,"2,962",$96.20 ,"3,102,434",$101.49 ,"513,880",$86.02 ,0,0,"513,880",$86.02 ,"45,349",$82.48 ,110,$75.34 ,"45,239",$82.50 ,"29,364",$102.84 ,"1,538",$90.55 ,"27,826",$103.52 ,"1,435,923",$130.53 ,"1,030,097",$137.60 ,"405,826",$112.57 ,"270,585",$43.27 ,514,$43.54 ,"270,071",$43.27 ,"861,012",$39.44 ,"772,556",$37.74 ,"13,838",$53.32 ,"74,618",$54.47 ,,,,,,,,,,,
Jul-70,"13,115,234",$117.22 ,"7,584,933",$129.43 ,"5,530,301",$100.46 ,"2,651,435",$60.85 ,"8,496",$58.15 ,"2,642,939",$60.86 ,"526,711",$44.70 ,"348,264",$37.86 ,"99,287",$56.56 ,"79,160",$59.90 ,"2,629,578",$81.94 ,"2,145,481",$79.70 ,"151,165",$85.35 ,"332,932",$94.86 ,"3,122,260",$101.58 ,"2,949",$96.28 ,"3,119,311",$101.59 ,"514,970",$86.39 ,0,0,"514,970",$86.39 ,"45,997",$82.45 ,114,$75.61 ,"45,883",$82.47 ,"29,235",$102.88 ,"1,531",$90.39 ,"27,704",$103.57 ,"1,440,327",$130.63 ,"1,032,522",$137.75 ,"407,805",$112.60 ,"270,580",$43.29 ,520,$42.74 ,"270,060",$43.29 ,"846,572",$39.26 ,"767,834",$37.69 ,"13,784",$53.32 ,"64,954",$54.89 ,,,,,,,,,,,
Aug-70,"13,207,672",$117.40 ,"7,626,442",$129.59 ,"5,581,230",$100.74 ,"2,661,602",$60.88 ,"8,542",$58.25 ,"2,653,060",$60.89 ,"530,408",$44.73 ,"350,190",$37.86 ,"99,758",$56.60 ,"80,460",$59.91 ,"2,640,632",$81.98 ,"2,150,435",$79.70 ,"152,214",$85.39 ,"337,983",$94.90 ,"3,140,113",$101.70 ,"2,953",$96.28 ,"3,137,160",$101.70 ,"519,445",$86.58 ,0,0,"519,445",$86.58 ,"46,637",$82.36 ,116,$74.77 ,"46,521",$82.38 ,"29,103",$102.90 ,"1,512",$90.25 ,"27,591",$103.59 ,"1,450,909",$130.77 ,"1,039,853",$137.93 ,"411,056",$112.65 ,"273,768",$43.17 ,519,$42.51 ,"273,249",$43.17 ,"854,805",$39.14 ,"774,827",$37.55 ,"13,918",$53.27 ,"66,060",$54.74 ,,,,,,,,,,,
Sep-70,"13,254,332",$117.51 ,"7,649,138",$129.74 ,"5,605,194",$100.84 ,"2,665,166",$60.91 ,"8,510",$58.29 ,"2,656,656",$60.92 ,"534,044",$44.74 ,"351,211",$37.80 ,"100,129",$56.63 ,"82,704",$59.79 ,"2,658,307",$82.01 ,"2,156,802",$79.70 ,"153,291",$85.47 ,"348,214",$94.79 ,"3,149,003",$101.78 ,"2,972",$96.40 ,"3,146,031",$101.78 ,"521,558",$86.59 ,0,0,"521,558",$86.59 ,"47,402",$82.26 ,114,$73.53 ,"47,288",$82.28 ,"29,038",$102.95 ,"1,495",$90.11 ,"27,543",$103.64 ,"1,444,391",$130.70 ,"1,035,844",$137.87 ,"408,547",$112.52 ,"275,058",$42.81 ,513,$42.65 ,"274,545",$42.81 ,"861,078",$38.82 ,"778,781",$37.19 ,"13,923",$53.01 ,"68,374",$54.47 ,,,,,,,,,,,
Oct-70,"13,277,245",$117.79 ,"7,658,253",$130.10 ,"5,618,992",$101.00 ,"2,664,726",$61.06 ,"8,445",$58.39 ,"2,656,281",$61.07 ,"540,555",$44.71 ,"354,358",$37.70 ,"100,767",$56.70 ,"85,430",$59.65 ,"2,663,126",$82.15 ,"2,154,871",$79.81 ,"153,328",$85.69 ,"354,927",$94.86 ,"3,159,344",$101.86 ,"2,977",$96.26 ,"3,156,367",$101.86 ,"520,915",$86.52 ,0,0,"520,915",$86.52 ,"48,064",$82.19 ,114,$73.83 ,"47,950",$82.21 ,"28,939",$103.04 ,"1,489",$90.24 ,"27,450",$103.73 ,"1,471,315",$130.95 ,"1,053,870",$138.19 ,"417,445",$112.67 ,"278,529",$42.75 ,520,$43.15 ,"278,009",$42.75 ,"872,605",$38.82 ,"788,338",$37.17 ,"14,128",$53.22 ,"70,139",$54.44 ,,,,,,,,,,,
Nov-70,"13,309,574",$117.88 ,"7,670,381",$130.24 ,"5,639,193",$101.07 ,"2,666,238",$61.08 ,"8,405",$58.44 ,"2,657,833",$61.09 ,"543,205",$44.75 ,"354,819",$37.70 ,"101,058",$56.74 ,"87,328",$59.52 ,"2,676,562",$82.18 ,"2,160,177",$79.81 ,"154,167",$85.72 ,"362,218",$94.81 ,"3,167,950",$101.93 ,"2,980",$96.46 ,"3,164,970",$101.94 ,"521,851",$86.48 ,0,0,"521,851",$86.48 ,"48,730",$82.07 ,115,$73.85 ,"48,615",$82.09 ,"28,912",$103.13 ,"1,488",$90.17 ,"27,424",$103.83 ,"1,481,981",$131.09 ,"1,061,270",$138.38 ,"420,711",$112.71 ,"281,127",$42.63 ,519,$43.22 ,"280,608",$42.63 ,"881,923",$38.71 ,"795,141",$37.03 ,"14,214",$53.23 ,"72,568",$54.22 ,,,,,,,,,,,
Dec-70,"13,352,145",$118.10 ,"7,690,135",$130.53 ,"5,662,010",$101.22 ,"2,668,716",$61.19 ,"8,351",$58.51 ,"2,660,365",$61.20 ,"545,813",$44.85 ,"354,456",$37.72 ,"101,353",$56.79 ,"90,004",$59.46 ,"2,688,727",$82.23 ,"2,161,693",$79.82 ,"154,954",$85.78 ,"372,080",$94.77 ,"3,178,602",$102.02 ,"2,985",$96.50 ,"3,175,617",$102.02 ,"523,272",$86.51 ,0,0,"523,272",$86.51 ,"49,287",$81.99 ,117,$73.76 ,"49,170",$82.01 ,"28,733",$103.20 ,"1,461",$90.09 ,"27,272",$103.91 ,"1,493,316",$131.29 ,"1,069,234",$138.63 ,"424,082",$112.79 ,"283,526",$42.55 ,522,$42.41 ,"283,004",$42.55 ,"888,787",$38.64 ,"799,272",$36.92 ,"14,302",$53.24 ,"75,213",$54.11 ,,,,,,,,,,,
Jan-71,"13,377,744",$118.22 ,"7,699,104",$130.69 ,"5,678,640",$101.32 ,"2,668,214",$61.22 ,"8,304",$58.50 ,"2,659,910",$61.23 ,"550,552",$44.96 ,"355,695",$37.76 ,"101,484",$56.86 ,"93,373",$59.44 ,"2,706,873",$82.25 ,"2,167,537",$79.79 ,"155,728",$85.82 ,"383,608",$94.66 ,"3,188,830",$102.12 ,"2,989",$96.46 ,"3,185,841",$102.13 ,"526,031",$86.52 ,0,0,"526,031",$86.52 ,"49,717",$81.94 ,121,$74.78 ,"49,596",$81.96 ,"28,520",$103.24 ,"1,436",$89.87 ,"27,084",$103.95 ,"1,500,881",$131.45 ,"1,074,682",$138.83 ,"426,199",$112.84 ,"286,221",$42.45 ,522,$41.88 ,"285,699",$42.45 ,"899,961",$38.56 ,"806,417",$36.81 ,"14,387",$53.09 ,"79,157",$53.73 ,,,,,,,,,,,
